J, between.avg, between.stdev, bisect.avg, bisect.stdev
50, 3.128542914171656, 0.290202606670094, 10.485379241516966, 0.9873639539901804
49, 3.190319361277445, 0.2201048197762121, 11.0874750499002, 1.3423400881829164
48, 3.2470059880239526, 0.211462068253226, 10.613572854291416, 1.226727881550487
47, 3.35309381237525, 0.3865826916783282, 10.92060878243513, 1.1774847431442017
46, 3.309131736526946, 0.26475277335634734, 11.31307385229541, 1.6645532664179612
44.99999999999999, 3.2631736526946105, 0.24368431277914784, 10.683183632734533, 1.5664561255228424
43.99999999999999, 3.4028942115768457, 0.3008408666900393, 11.109381237524952, 1.1634543058534963
42.99999999999999, 3.3310379241516967, 0.28559172469908695, 11.494111776447104, 1.8371551196644988
41.99999999999999, 3.419211576846307, 0.4148488409750327, 11.082185628742518, 1.5470251797321783
40.99999999999999, 3.6322854291417164, 0.3875527810235022, 11.005189620758483, 1.4876807892490578
39.99999999999999, 3.657485029940119, 0.39539459670567023, 10.653942115768462, 0.9789599093087886
38.99999999999999, 3.704890219560879, 0.42822676683272876, 10.945259481037922, 1.4836754198016946
37.999999999999986, 3.6901197604790412, 0.42930745766594974, 11.089770459081837, 1.7092463453613609
36.999999999999986, 3.6655688622754496, 0.3026806258956393, 11.221007984031935, 1.3684213711411646
35.999999999999986, 3.728942115768463, 0.4312456433278217, 11.736327345309382, 1.353717079038286
34.999999999999986, 3.9490518962075853, 0.38534657853637855, 11.70059880239521, 1.62313072436975
33.999999999999986, 3.949950099800399, 0.33052594589044104, 10.263423153692614, 1.2420612753757492
32.999999999999986, 3.9251497005988023, 0.4181037643050656, 11.272405189620759, 1.4653256436081876
31.999999999999986, 3.9874251497005986, 0.45622510021519813, 11.239820359281435, 1.7071679946805352
30.999999999999982, 4.076447105788423, 0.3838686364620619, 10.629890219560878, 1.5758321631715901
29.999999999999982, 4.177295409181636, 0.5891124048804034, 11.096057884231538, 1.4396080758201084
28.999999999999982, 4.100449101796407, 0.44878856619426355, 10.343612774451097, 1.592177487992574
27.99999999999998, 4.227594810379242, 0.44938075999968385, 10.931037924151697, 1.9343684493095081
26.99999999999998, 4.147155688622755, 0.3256856439280092, 10.38632734530938, 1.0544817755716291
25.99999999999998, 4.551746506986026, 0.6150672996805628, 10.77450099800399, 1.7462570244565385
24.99999999999998, 4.594810379241517, 0.5827811817835244, 10.948902195608783, 1.8602911826190958
23.99999999999998, 4.873403193612775, 0.7912611744161682, 10.447554890219562, 1.5659297541639885
22.999999999999975, 4.836477045908184, 0.4422297779720305, 10.335878243512973, 1.8503592717211779
21.999999999999975, 5.158682634730538, 0.6888683064760367, 10.530439121756487, 1.4748852169716176
20.999999999999975, 4.805888223552895, 0.5187288839665031, 11.016866267465073, 1.7631056377524568
19.99999999999997, 5.267465069860281, 0.7941188691797503, 10.08053892215569, 1.6031819794996987
18.99999999999997, 5.1014471057884245, 0.7114358992774482, 9.209131736526945, 1.1860501510463102
17.99999999999997, 5.877395209580838, 1.2605250407244262, 9.79076846307385, 1.5902822143960087
16.99999999999997, 5.508383233532933, 0.8607518234768571, 10.280389221556886, 1.490803533941369
15.99999999999997, 6.72435129740519, 1.0972625046194773, 9.747654690618763, 1.444852098577082
14.999999999999968, 6.009231536926149, 0.8600671871268198, 9.890968063872254, 1.7617186388976038
13.999999999999968, 6.278992015968064, 1.0107895323967675, 10.801097804391217, 2.1713379325881896
12.999999999999968, 6.892265469061876, 1.2123847002284278, 8.940419161676644, 1.7766462496868478
11.999999999999968, 6.919311377245511, 0.8873918640382343, 9.507884231536927, 1.7207448951460849
10.999999999999968, 7.527445109780439, 2.215193915963649, 9.081586826347307, 1.539202337440498
9.999999999999968, 8.816317365269462, 1.731326914821259, 8.981586826347305, 1.3472867033153881
8.99999999999997, 8.952544910179641, 1.3056238410919938, 9.407884231536926, 1.7896455998833385
7.99999999999997, 9.230888223552894, 1.299275570078945, 8.975199600798403, 1.9270477217135227
6.99999999999997, 9.899101796407185, 2.2101988900434426, 8.17624750499002, 1.519966711342864
5.99999999999997, 10.82445109780439, 2.5530811822215638, 8.054940119760479, 1.6498345201590983
4.99999999999997, 14.29291417165669, 3.262100517405634, 7.7826846307385225, 2.0290818186315427
3.9999999999999694, 13.9125249500998, 3.694358819336263, 8.006686626746507, 1.7249254006992711
2.9999999999999694, 17.250948103792417, 5.988048955994039, 7.285379241516965, 1.3921310212274713
1.9999999999999691, 22.8750998003992, 7.7377013994866575, 6.237574850299402, 1.1443782167979482
